parking_id,day_type,hour_of_day,avg_occupancy_rate,avg_entries
83,Weekday,6,0.1489,22.43
84,Weekday,6,0.0978,38.98
85,Weekday,6,0.1542,12.93
86,Weekday,6,0.1511,7.45
87,Weekday,6,0.1309,40.15
88,Weekday,6,0.1104,18.92
89,Weekday,6,0.0776,6.22
90,Weekday,6,0.1436,34.38
91,Weekday,6,0.0446,3.43
92,Weekday,6,0.0803,3.32
93,Weekday,6,0.0806,9.83
94,Weekday,6,0.1032,5.09
95,Weekday,6,0.091,35.55
96,Weekday,6,0.0684,7.54
97,Weekday,6,0.0692,4.4
98,Weekday,6,0.0486,4.56
99,Weekday,6,0.0624,12.14
100,Weekday,6,0.0535,5.16
101,Weekday,6,0.1108,32.25
102,Weekday,6,0.1394,11.03
103,Weekday,6,0.0712,4.54
104,Weekday,6,0.1645,47.05
105,Weekday,6,0.2295,55.87
106,Weekday,6,0.1716,16.94
107,Weekday,6,0.1724,6.13
108,Weekday,6,0.238,17.28
109,Weekday,6,0.2331,2.97
110,Weekday,6,0.1364,7.32
111,Weekday,6,0.2562,16.54
112,Weekday,6,0.178,10.63
113,Weekday,6,0.206,9.82
114,Weekday,6,0.1861,15.55
115,Weekday,6,0.1087,4.96
116,Weekday,6,0.1074,5.27
117,Weekday,6,0.1569,6.53
118,Weekday,6,0.203,37.23
119,Weekday,6,0.1401,5.28
120,Weekday,6,0.1275,13.06
1,Weekday,7,0.3676,44.44
2,Weekday,7,0.2151,49.73
3,Weekday,7,0.3132,14.17
4,Weekday,7,0.245,11.65
5,Weekday,7,0.3163,19.14
6,Weekday,7,0.32,39.17
7,Weekday,7,0.2534,10.95
8,Weekday,7,0.263,26.97
9,Weekday,7,0.3067,22.06
10,Weekday,7,0.2936,17.11
11,Weekday,7,0.1388,13.43
12,Weekday,7,0.2918,21.67
13,Weekday,7,0.2222,52.44
14,Weekday,7,0.2042,32.86
15,Weekday,7,0.2608,45.76
16,Weekday,7,0.2905,26.15
17,Weekday,7,0.3248,35.19
18,Weekday,7,0.3608,52.13
19,Weekday,7,0.2368,21.3
20,Weekday,7,0.2464,14.59
21,Weekday,7,0.281,86.39
22,Weekday,7,0.3151,43.16
23,Weekday,7,0.1738,17.85
24,Weekday,7,0.1829,9.13
25,Weekday,7,0.1705,16.97
26,Weekday,7,0.2082,42.45
27,Weekday,7,0.1891,22.96
28,Weekday,7,0.1864,20.34
29,Weekday,7,0.2481,13.81
30,Weekday,7,0.2158,13.67
31,Weekday,7,0.2502,44.76
32,Weekday,7,0.2505,32.88
33,Weekday,7,0.3112,33.8
34,Weekday,7,0.3757,29.73
35,Weekday,7,0.3075,4.37
36,Weekday,7,0.1473,15.27
37,Weekday,7,0.0842,14.63
38,Weekday,7,0.0778,8.3
39,Weekday,7,0.0596,2.82
40,Weekday,7,0.1011,24.95
41,Weekday,7,0.1248,41.93
42,Weekday,7,0.143,13.39
43,Weekday,7,0.0953,25.04
44,Weekday,7,0.1244,6.39
45,Weekday,7,0.0658,41.11
46,Weekday,7,0.143,36.53
47,Weekday,7,0.0887,8.84
48,Weekday,7,0.1246,3.29
49,Weekday,7,0.1146,13.74
50,Weekday,7,0.1093,3.77
51,Weekday,7,0.1369,10.88
52,Weekday,7,0.1361,47.47
53,Weekday,7,0.0443,7.32
54,Weekday,7,0.0446,2.81
55,Weekday,7,0.1436,32.79
56,Weekday,7,0.0915,14.45
57,Weekday,7,0.2426,6.7
58,Weekday,7,0.1473,2.94
59,Weekday,7,0.1885,18.97
60,Weekday,7,0.3112,13.3
61,Weekday,7,0.2082,10.98
62,Weekday,7,0.0905,5.98
63,Weekday,7,0.1575,21.23
64,Weekday,7,0.1446,11.27
65,Weekday,7,0.1123,23.26
66,Weekday,7,0.1315,14.01
67,Weekday,7,0.1767,26.98
68,Weekday,7,0.1947,23.81
69,Weekday,7,0.1613,6.54
70,Weekday,7,0.0986,4.39
71,Weekday,7,0.0728,12.13
72,Weekday,7,0.188,25.69
73,Weekday,7,0.1905,13.4
74,Weekday,7,0.1221,24.31
75,Weekday,7,0.1166,35.38
76,Weekday,7,0.1694,6.15
77,Weekday,7,0.1657,9.33
78,Weekday,7,0.2082,4.5
79,Weekday,7,0.1972,1.81
80,Weekday,7,0.257,11.05
81,Weekday,7,0.1818,7.65
82,Weekday,7,0.1934,6.49
83,Weekday,7,0.1923,26.09
84,Weekday,7,0.0967,45.35
85,Weekday,7,0.2153,15.04
86,Weekday,7,0.2321,8.66
87,Weekday,7,0.1341,46.7
88,Weekday,7,0.1172,22.01
89,Weekday,7,0.0907,7.24
90,Weekday,7,0.1368,39.99
91,Weekday,7,0.0599,3.99
92,Weekday,7,0.1062,3.86
93,Weekday,7,0.1031,11.43
94,Weekday,7,0.078,5.93
95,Weekday,7,0.1466,41.35
96,Weekday,7,0.0497,8.77
97,Weekday,7,0.0929,4.93
98,Weekday,7,0.044,5.11
99,Weekday,7,0.0827,13.59
100,Weekday,7,0.1036,5.77
101,Weekday,7,0.1323,37.51
102,Weekday,7,0.1816,12.83
103,Weekday,7,0.1113,5.29
104,Weekday,7,0.2558,54.73
105,Weekday,7,0.3325,64.48
106,Weekday,7,0.2898,19.55
107,Weekday,7,0.3084,7.07
108,Weekday,7,0.3378,19.94
109,Weekday,7,0.3519,3.43
110,Weekday,7,0.1695,7.42
111,Weekday,7,0.2793,16.76
112,Weekday,7,0.2651,10.78
113,Weekday,7,0.2354,9.96
114,Weekday,7,0.2029,15.77
115,Weekday,7,0.122,5.02
116,Weekday,7,0.0877,5.91
117,Weekday,7,0.2196,7.32
118,Weekday,7,0.2517,41.75
119,Weekday,7,0.1183,5.92
120,Weekday,7,0.1471,14.64
1,Weekday,8,0.4157,51.12
2,Weekday,8,0.2579,57.21
3,Weekday,8,0.3699,16.3
4,Weekday,8,0.2964,13.41
5,Weekday,8,0.3998,22.02
6,Weekday,8,0.3956,45.06
7,Weekday,8,0.3276,12.6
8,Weekday,8,0.3354,31.03
9,Weekday,8,0.374,25.38
10,Weekday,8,0.3696,19.69
11,Weekday,8,0.1672,15.45
12,Weekday,8,0.3946,24.93
13,Weekday,8,0.3192,60.33
14,Weekday,8,0.2647,37.8
15,Weekday,8,0.3425,52.65
16,Weekday,8,0.346,30.08
17,Weekday,8,0.4015,40.48
18,Weekday,8,0.4942,59.97
19,Weekday,8,0.3103,24.5
20,Weekday,8,0.319,16.79
21,Weekday,8,0.3169,99.38
22,Weekday,8,0.3587,49.66
23,Weekday,8,0.2123,19.71
24,Weekday,8,0.199,10.08
25,Weekday,8,0.2439,18.74
26,Weekday,8,0.227,46.86
27,Weekday,8,0.1934,25.35
28,Weekday,8,0.234,22.46
29,Weekday,8,0.2827,15.25
30,Weekday,8,0.2502,15.09
31,Weekday,8,0.2143,49.41
32,Weekday,8,0.3225,36.29
33,Weekday,8,0.3674,34.23
34,Weekday,8,0.503,30.11
35,Weekday,8,0.3859,4.43
36,Weekday,8,0.1187,17.45
37,Weekday,8,0.1163,16.72
38,Weekday,8,0.0827,9.48
39,Weekday,8,0.0784,3.22
40,Weekday,8,0.1311,28.51
41,Weekday,8,0.15,47.9
42,Weekday,8,0.1472,15.3
43,Weekday,8,0.156,28.61
44,Weekday,8,0.1466,7.3
45,Weekday,8,0.1207,46.97
46,Weekday,8,0.1653,41.74
47,Weekday,8,0.1129,10.1
48,Weekday,8,0.1677,3.76
49,Weekday,8,0.1649,15.7
50,Weekday,8,0.1643,4.31
51,Weekday,8,0.1985,12.43
52,Weekday,8,0.1704,54.23
53,Weekday,8,0.0321,8.36
54,Weekday,8,0.0897,3.21
55,Weekday,8,0.1962,37.47
56,Weekday,8,0.0542,16.51
57,Weekday,8,0.268,6.03
58,Weekday,8,0.1719,2.65
59,Weekday,8,0.1866,17.09
60,Weekday,8,0.3496,11.99
61,Weekday,8,0.2259,9.89
62,Weekday,8,0.157,6.88
63,Weekday,8,0.1746,24.42
64,Weekday,8,0.1799,12.96
65,Weekday,8,0.1643,26.76
66,Weekday,8,0.1921,16.11
67,Weekday,8,0.2202,31.04
68,Weekday,8,0.2174,27.39
69,Weekday,8,0.1788,7.52
70,Weekday,8,0.165,5.05
71,Weekday,8,0.1197,13.95
72,Weekday,8,0.2605,28.36
73,Weekday,8,0.2323,14.79
74,Weekday,8,0.1204,26.83
75,Weekday,8,0.1535,39.06
76,Weekday,8,0.2288,6.79
77,Weekday,8,0.2373,10.3
78,Weekday,8,0.2491,4.97
79,Weekday,8,0.2444,2.0
80,Weekday,8,0.3132,12.2
81,Weekday,8,0.2109,8.44
82,Weekday,8,0.2236,7.47
83,Weekday,8,0.2193,30.02
84,Weekday,8,0.1481,52.17
85,Weekday,8,0.2863,17.31
86,Weekday,8,0.26,9.97
87,Weekday,8,0.1959,53.73
88,Weekday,8,0.1541,25.32
89,Weekday,8,0.1399,8.33
90,Weekday,8,0.2376,46.0
91,Weekday,8,0.0812,4.59
92,Weekday,8,0.165,4.44
93,Weekday,8,0.148,13.15
94,Weekday,8,0.1044,6.82
95,Weekday,8,0.1785,47.57
96,Weekday,8,0.0902,10.09
97,Weekday,8,0.1063,5.63
98,Weekday,8,0.1063,5.84
99,Weekday,8,0.0658,15.52
100,Weekday,8,0.1142,6.59
101,Weekday,8,0.1959,43.15
102,Weekday,8,0.2261,14.77
103,Weekday,8,0.1334,6.08
104,Weekday,8,0.2642,62.96
105,Weekday,8,0.3915,65.3
106,Weekday,8,0.3819,19.8
107,Weekday,8,0.3428,7.16
108,Weekday,8,0.4413,20.19
109,Weekday,8,0.4777,3.47
110,Weekday,8,0.1757,6.69
111,Weekday,8,0.3323,15.1
112,Weekday,8,0.2861,9.71
113,Weekday,8,0.2812,8.97
114,Weekday,8,0.2595,14.21
115,Weekday,8,0.1466,4.53
116,Weekday,8,0.1863,6.52
117,Weekday,8,0.2624,8.08
118,Weekday,8,0.3192,46.09
119,Weekday,8,0.1589,6.54
120,Weekday,8,0.2352,16.17
1,Weekday,9,0.5699,57.44
2,Weekday,9,0.2991,64.28
3,Weekday,9,0.4907,18.32
4,Weekday,9,0.3654,15.06
5,Weekday,9,0.5026,24.74
6,Weekday,9,0.5224,50.63
7,Weekday,9,0.4272,14.16
8,Weekday,9,0.4191,34.86
9,Weekday,9,0.4265,28.52
10,Weekday,9,0.4354,22.12
11,Weekday,9,0.2098,17.36
12,Weekday,9,0.4885,28.01
13,Weekday,9,0.3746,67.79
14,Weekday,9,0.3521,42.47
15,Weekday,9,0.4347,59.16
16,Weekday,9,0.4301,33.8
17,Weekday,9,0.4793,45.49
18,Weekday,9,0.6455,67.39
19,Weekday,9,0.3964,27.53
20,Weekday,9,0.3863,18.86
21,Weekday,9,0.4354,111.67
22,Weekday,9,0.4402,55.8
23,Weekday,9,0.2672,21.26
24,Weekday,9,0.2136,10.88
25,Weekday,9,0.2711,20.21
26,Weekday,9,0.3042,50.55
27,Weekday,9,0.2292,27.34
28,Weekday,9,0.2733,24.23
29,Weekday,9,0.3499,16.45
30,Weekday,9,0.2524,16.28
31,Weekday,9,0.2907,53.31
32,Weekday,9,0.3914,39.15
33,Weekday,9,0.4256,30.29
34,Weekday,9,0.545,26.64
35,Weekday,9,0.4008,3.92
36,Weekday,9,0.1472,20.04
37,Weekday,9,0.1364,19.2
38,Weekday,9,0.1324,10.89
39,Weekday,9,0.1272,3.7
40,Weekday,9,0.1776,32.74
41,Weekday,9,0.1961,55.02
42,Weekday,9,0.236,17.57
43,Weekday,9,0.2054,32.86
44,Weekday,9,0.1778,8.39
45,Weekday,9,0.1541,53.95
46,Weekday,9,0.2381,47.94
47,Weekday,9,0.1714,11.61
48,Weekday,9,0.2228,4.31
49,Weekday,9,0.2655,18.03
50,Weekday,9,0.1919,4.95
51,Weekday,9,0.2694,14.28
52,Weekday,9,0.2928,62.3
53,Weekday,9,0.0808,9.61
54,Weekday,9,0.1172,3.68
55,Weekday,9,0.2724,43.04
56,Weekday,9,0.1371,18.96
57,Weekday,9,0.2297,5.06
58,Weekday,9,0.1591,2.22
59,Weekday,9,0.1952,14.33
60,Weekday,9,0.3254,10.05
61,Weekday,9,0.2196,8.3
62,Weekday,9,0.2097,7.73
63,Weekday,9,0.2142,27.44
64,Weekday,9,0.2386,14.57
65,Weekday,9,0.2386,30.07
66,Weekday,9,0.2141,18.11
67,Weekday,9,0.2789,34.88
68,Weekday,9,0.2544,30.78
69,Weekday,9,0.2479,8.45
70,Weekday,9,0.191,5.67
71,Weekday,9,0.118,15.68
72,Weekday,9,0.2617,30.6
73,Weekday,9,0.2399,15.95
74,Weekday,9,0.1589,28.95
75,Weekday,9,0.1718,42.13
76,Weekday,9,0.258,7.33
77,Weekday,9,0.2336,11.11
78,Weekday,9,0.3197,5.36
79,Weekday,9,0.2545,2.15
80,Weekday,9,0.3807,13.16
81,Weekday,9,0.2487,9.1
82,Weekday,9,0.3147,8.39
83,Weekday,9,0.322,33.73
84,Weekday,9,0.1771,58.62
85,Weekday,9,0.3034,19.45
86,Weekday,9,0.3275,11.2
87,Weekday,9,0.2521,60.38
88,Weekday,9,0.1988,28.45
89,Weekday,9,0.1764,9.36
90,Weekday,9,0.3211,51.69
91,Weekday,9,0.1133,5.15
92,Weekday,9,0.195,4.99
93,Weekday,9,0.2009,14.77
94,Weekday,9,0.1422,7.66
95,Weekday,9,0.2424,53.45
96,Weekday,9,0.1401,11.34
97,Weekday,9,0.1855,6.47
98,Weekday,9,0.0555,6.7
99,Weekday,9,0.176,17.83
100,Weekday,9,0.1166,7.57
101,Weekday,9,0.2765,48.49
102,Weekday,9,0.2901,16.59
103,Weekday,9,0.179,6.83
104,Weekday,9,0.3462,70.75
105,Weekday,9,0.4547,57.77
106,Weekday,9,0.3694,17.52
107,Weekday,9,0.3659,6.34
108,Weekday,9,0.4866,17.86
109,Weekday,9,0.4688,3.07
110,Weekday,9,0.195,5.61
111,Weekday,9,0.3269,12.67
112,Weekday,9,0.2301,8.15
113,Weekday,9,0.2952,7.52
114,Weekday,9,0.2411,11.92
115,Weekday,9,0.1501,3.8
116,Weekday,9,0.2411,7.04
117,Weekday,9,0.2965,8.71
118,Weekday,9,0.3481,49.72
119,Weekday,9,0.2201,7.05
120,Weekday,9,0.2717,17.44
1,Weekday,10,0.6805,62.49
2,Weekday,10,0.3664,69.93
3,Weekday,10,0.5414,19.93
4,Weekday,10,0.4765,16.39
5,Weekday,10,0.5741,26.91
6,Weekday,10,0.6136,55.08
7,Weekday,10,0.5139,15.4
8,Weekday,10,0.5138,37.93
9,Weekday,10,0.5656,31.02
10,Weekday,10,0.5099,24.07
11,Weekday,10,0.2475,18.88
12,Weekday,10,0.6096,30.47
13,Weekday,10,0.4719,73.75
14,Weekday,10,0.4399,46.21
15,Weekday,10,0.4947,64.36
16,Weekday,10,0.5248,36.78
17,Weekday,10,0.6074,49.49
18,Weekday,10,0.7402,73.31
19,Weekday,10,0.5327,29.95
20,Weekday,10,0.4528,20.52
21,Weekday,10,0.5636,121.49
22,Weekday,10,0.5547,60.7
23,Weekday,10,0.3035,22.36
24,Weekday,10,0.2532,11.44
25,Weekday,10,0.2817,21.26
26,Weekday,10,0.3379,53.17
27,Weekday,10,0.2943,28.76
28,Weekday,10,0.3052,25.48
29,Weekday,10,0.4172,17.3
30,Weekday,10,0.2975,17.12
31,Weekday,10,0.343,56.06
32,Weekday,10,0.4181,41.18
33,Weekday,10,0.4048,24.24
34,Weekday,10,0.4985,21.32
35,Weekday,10,0.3876,3.14
36,Weekday,10,0.1943,22.78
37,Weekday,10,0.1958,21.83
38,Weekday,10,0.1778,12.38
39,Weekday,10,0.1947,4.21
40,Weekday,10,0.2464,37.22
41,Weekday,10,0.2363,62.55
42,Weekday,10,0.2721,19.98
43,Weekday,10,0.2761,37.35
44,Weekday,10,0.2551,9.53
45,Weekday,10,0.1867,61.33
46,Weekday,10,0.3012,54.49
47,Weekday,10,0.216,13.19
48,Weekday,10,0.3136,4.9
49,Weekday,10,0.3216,20.49
50,Weekday,10,0.2496,5.63
51,Weekday,10,0.343,16.24
52,Weekday,10,0.3346,70.82
53,Weekday,10,0.0805,10.92
54,Weekday,10,0.1405,4.19
55,Weekday,10,0.3393,48.92
56,Weekday,10,0.1353,21.55
57,Weekday,10,0.2145,4.33
58,Weekday,10,0.1304,1.9
59,Weekday,10,0.1426,12.26
60,Weekday,10,0.2752,8.6
61,Weekday,10,0.1713,7.1
62,Weekday,10,0.2189,8.4
63,Weekday,10,0.3068,29.85
64,Weekday,10,0.2562,15.85
65,Weekday,10,0.2815,32.72
66,Weekday,10,0.3159,19.7
67,Weekday,10,0.3018,37.95
68,Weekday,10,0.3197,33.48
69,Weekday,10,0.3012,9.2
70,Weekday,10,0.2163,6.17
71,Weekday,10,0.1807,17.06
72,Weekday,10,0.3223,32.18
73,Weekday,10,0.3022,16.78
74,Weekday,10,0.1934,30.44
75,Weekday,10,0.219,44.31
76,Weekday,10,0.2719,7.71
77,Weekday,10,0.3054,11.69
78,Weekday,10,0.3222,5.64
79,Weekday,10,0.3045,2.27
80,Weekday,10,0.3893,13.84
81,Weekday,10,0.2855,9.58
82,Weekday,10,0.3659,9.13
83,Weekday,10,0.3839,36.7
84,Weekday,10,0.241,63.78
85,Weekday,10,0.4176,21.16
86,Weekday,10,0.439,12.19
87,Weekday,10,0.2481,65.68
88,Weekday,10,0.2149,30.95
89,Weekday,10,0.2105,10.18
90,Weekday,10,0.3327,56.23
91,Weekday,10,0.1333,5.61
92,Weekday,10,0.235,5.43
93,Weekday,10,0.2319,16.07
94,Weekday,10,0.1575,8.33
95,Weekday,10,0.317,58.15
96,Weekday,10,0.126,12.34
97,Weekday,10,0.2087,7.35
98,Weekday,10,0.1126,7.62
99,Weekday,10,0.1932,20.27
100,Weekday,10,0.1969,8.61
101,Weekday,10,0.3233,52.75
102,Weekday,10,0.3819,18.05
103,Weekday,10,0.1953,7.43
104,Weekday,10,0.4031,76.97
105,Weekday,10,0.4276,46.24
106,Weekday,10,0.3526,14.02
107,Weekday,10,0.3583,5.07
108,Weekday,10,0.4216,14.3
109,Weekday,10,0.437,2.46
110,Weekday,10,0.1303,4.8
111,Weekday,10,0.2525,10.83
112,Weekday,10,0.1991,6.97
113,Weekday,10,0.1998,6.43
114,Weekday,10,0.1931,10.19
115,Weekday,10,0.1065,3.25
116,Weekday,10,0.2663,7.4
117,Weekday,10,0.346,9.16
118,Weekday,10,0.3873,52.29
119,Weekday,10,0.2327,7.42
120,Weekday,10,0.3013,18.34
1,Weekday,11,0.7689,65.56
2,Weekday,11,0.4028,73.37
3,Weekday,11,0.6304,20.91
4,Weekday,11,0.5461,17.19
5,Weekday,11,0.6525,28.23
6,Weekday,11,0.6934,57.79
7,Weekday,11,0.59,16.16
8,Weekday,11,0.6263,39.79
9,Weekday,11,0.6076,32.55
10,Weekday,11,0.6031,25.25
11,Weekday,11,0.2963,19.81
12,Weekday,11,0.661,31.97
13,Weekday,11,0.5126,77.37
14,Weekday,11,0.444,48.48
15,Weekday,11,0.5569,67.52
16,Weekday,11,0.6077,38.58
17,Weekday,11,0.6666,51.92
18,Weekday,11,0.8466,76.91
19,Weekday,11,0.5898,31.42
20,Weekday,11,0.5555,21.53
21,Weekday,11,0.6307,127.46
22,Weekday,11,0.6434,63.69
23,Weekday,11,0.3329,23.01
24,Weekday,11,0.2787,11.77
25,Weekday,11,0.3019,21.88
26,Weekday,11,0.3634,54.72
27,Weekday,11,0.3445,29.6
28,Weekday,11,0.3648,26.23
29,Weekday,11,0.4325,17.81
30,Weekday,11,0.3252,17.62
31,Weekday,11,0.3483,57.7
32,Weekday,11,0.4854,42.38
33,Weekday,11,0.3231,19.33
34,Weekday,11,0.3905,17.0
35,Weekday,11,0.3176,2.5
36,Weekday,11,0.2603,25.37
37,Weekday,11,0.2158,24.31
38,Weekday,11,0.2445,13.79
39,Weekday,11,0.2089,4.69
40,Weekday,11,0.3054,41.44
41,Weekday,11,0.3517,69.64
42,Weekday,11,0.4074,22.24
43,Weekday,11,0.3921,41.59
44,Weekday,11,0.3075,10.61
45,Weekday,11,0.2684,68.28
46,Weekday,11,0.4082,60.67
47,Weekday,11,0.2737,14.69
48,Weekday,11,0.3906,5.46
49,Weekday,11,0.3643,22.82
50,Weekday,11,0.3023,6.27
51,Weekday,11,0.4344,18.08
52,Weekday,11,0.4469,78.84
53,Weekday,11,0.0853,12.16
54,Weekday,11,0.1923,4.66
55,Weekday,11,0.4262,54.47
56,Weekday,11,0.2114,24.0
57,Weekday,11,0.146,4.06
58,Weekday,11,0.1161,1.78
59,Weekday,11,0.1278,11.49
60,Weekday,11,0.197,8.06
61,Weekday,11,0.1328,6.65
62,Weekday,11,0.2602,8.82
63,Weekday,11,0.3325,31.32
64,Weekday,11,0.3326,16.62
65,Weekday,11,0.3263,34.33
66,Weekday,11,0.315,20.66
67,Weekday,11,0.3569,39.81
68,Weekday,11,0.3221,35.13
69,Weekday,11,0.3092,9.65
70,Weekday,11,0.2769,6.47
71,Weekday,11,0.1879,17.9
72,Weekday,11,0.3491,33.12
73,Weekday,11,0.3381,17.27
74,Weekday,11,0.2095,31.33
75,Weekday,11,0.228,45.6
76,Weekday,11,0.3187,7.93
77,Weekday,11,0.3121,12.03
78,Weekday,11,0.3703,5.8
79,Weekday,11,0.344,2.33
80,Weekday,11,0.456,14.24
81,Weekday,11,0.3318,9.86
82,Weekday,11,0.4065,9.58
83,Weekday,11,0.415,38.5
84,Weekday,11,0.2671,66.91
85,Weekday,11,0.4775,22.2
86,Weekday,11,0.4928,12.78
87,Weekday,11,0.3252,68.91
88,Weekday,11,0.2542,32.47
89,Weekday,11,0.2508,10.68
90,Weekday,11,0.3833,59.0
91,Weekday,11,0.1185,5.88
92,Weekday,11,0.2818,5.7
93,Weekday,11,0.2909,16.86
94,Weekday,11,0.1955,8.74
95,Weekday,11,0.3439,61.01
96,Weekday,11,0.1486,12.95
97,Weekday,11,0.2608,8.19
98,Weekday,11,0.1197,8.48
99,Weekday,11,0.2255,22.57
100,Weekday,11,0.2411,9.58
101,Weekday,11,0.3497,55.35
102,Weekday,11,0.3994,18.94
103,Weekday,11,0.2222,7.8
104,Weekday,11,0.468,80.75
105,Weekday,11,0.3188,36.86
106,Weekday,11,0.3309,11.18
107,Weekday,11,0.2962,4.04
108,Weekday,11,0.358,11.4
109,Weekday,11,0.3729,1.96
110,Weekday,11,0.0836,4.5
111,Weekday,11,0.2046,10.16
112,Weekday,11,0.1583,6.53
113,Weekday,11,0.1538,6.03
114,Weekday,11,0.1626,9.56
115,Weekday,11,0.0659,3.04
116,Weekday,11,0.3028,7.62
117,Weekday,11,0.3787,9.43
118,Weekday,11,0.4357,53.82
119,Weekday,11,0.2511,7.64
120,Weekday,11,0.3204,18.88
1,Weekday,12,0.8635,66.48
2,Weekday,12,0.468,74.39
3,Weekday,12,0.7192,21.2
4,Weekday,12,0.5612,17.43
5,Weekday,12,0.7118,28.63
6,Weekday,12,0.7459,58.59
7,Weekday,12,0.6269,16.38
8,Weekday,12,0.6917,40.34
9,Weekday,12,0.6743,33.0
10,Weekday,12,0.6721,25.6
11,Weekday,12,0.3491,20.09
12,Weekday,12,0.7271,32.41
13,Weekday,12,0.5898,78.45
14,Weekday,12,0.5387,49.15
15,Weekday,12,0.6187,68.46
16,Weekday,12,0.6534,39.12
17,Weekday,12,0.736,52.64
18,Weekday,12,0.9391,77.98
19,Weekday,12,0.6255,31.86
20,Weekday,12,0.591,21.83
21,Weekday,12,0.6608,129.23
22,Weekday,12,0.6716,64.57
23,Weekday,12,0.3789,23.41
24,Weekday,12,0.3169,11.98
25,Weekday,12,0.3167,22.26
26,Weekday,12,0.3718,55.66
27,Weekday,12,0.3315,30.11
28,Weekday,12,0.3683,26.68
29,Weekday,12,0.4662,18.11
30,Weekday,12,0.381,17.92
31,Weekday,12,0.4111,58.69
32,Weekday,12,0.4814,43.11
33,Weekday,12,0.2152,17.76
34,Weekday,12,0.2924,15.62
35,Weekday,12,0.2498,2.3
36,Weekday,12,0.3406,27.63
37,Weekday,12,0.309,26.47
38,Weekday,12,0.2404,15.02
39,Weekday,12,0.2512,5.11
40,Weekday,12,0.3674,45.13
41,Weekday,12,0.4033,75.84
42,Weekday,12,0.486,24.22
43,Weekday,12,0.4577,45.29
44,Weekday,12,0.3977,11.56
45,Weekday,12,0.3412,74.36
46,Weekday,12,0.4722,66.08
47,Weekday,12,0.3214,16.0
48,Weekday,12,0.4811,5.95
49,Weekday,12,0.4978,24.85
50,Weekday,12,0.392,6.83
51,Weekday,12,0.5079,19.69
52,Weekday,12,0.5138,85.87
53,Weekday,12,0.1485,13.24
54,Weekday,12,0.2241,5.08
55,Weekday,12,0.5656,59.32
56,Weekday,12,0.2457,26.14
57,Weekday,12,0.1225,4.19
58,Weekday,12,0.102,1.84
59,Weekday,12,0.0954,11.86
60,Weekday,12,0.1529,8.32
61,Weekday,12,0.1119,6.87
62,Weekday,12,0.2928,8.94
63,Weekday,12,0.3892,31.76
64,Weekday,12,0.314,16.86
65,Weekday,12,0.3587,34.8
66,Weekday,12,0.382,20.95
67,Weekday,12,0.3866,40.36
68,Weekday,12,0.3779,35.62
69,Weekday,12,0.3569,9.78
70,Weekday,12,0.274,6.56
71,Weekday,12,0.1958,18.15
72,Weekday,12,0.3523,33.69
73,Weekday,12,0.3323,17.56
74,Weekday,12,0.1931,31.87
75,Weekday,12,0.2641,46.39
76,Weekday,12,0.3148,8.07
77,Weekday,12,0.3339,12.24
78,Weekday,12,0.3901,5.9
79,Weekday,12,0.2975,2.37
80,Weekday,12,0.4892,14.49
81,Weekday,12,0.2955,10.03
82,Weekday,12,0.4336,9.71
83,Weekday,12,0.4843,39.03
84,Weekday,12,0.272,67.84
85,Weekday,12,0.5309,22.51
86,Weekday,12,0.4846,12.96
87,Weekday,12,0.3851,69.87
88,Weekday,12,0.2915,32.92
89,Weekday,12,0.3048,10.83
90,Weekday,12,0.4621,59.82
91,Weekday,12,0.1245,5.96
92,Weekday,12,0.2824,5.78
93,Weekday,12,0.3185,17.1
94,Weekday,12,0.233,8.87
95,Weekday,12,0.3785,61.86
96,Weekday,12,0.1942,13.13
97,Weekday,12,0.3506,8.92
98,Weekday,12,0.1859,9.24
99,Weekday,12,0.3196,24.58
100,Weekday,12,0.3239,10.44
101,Weekday,12,0.406,56.12
102,Weekday,12,0.438,19.2
103,Weekday,12,0.2898,7.91
104,Weekday,12,0.5381,81.87
105,Weekday,12,0.2707,33.88
106,Weekday,12,0.1867,10.27
107,Weekday,12,0.1935,3.72
108,Weekday,12,0.2335,10.48
109,Weekday,12,0.2484,1.8
110,Weekday,12,0.0704,4.64
111,Weekday,12,0.1829,10.48
112,Weekday,12,0.0902,6.74
113,Weekday,12,0.1329,6.23
114,Weekday,12,0.1338,9.86
115,Weekday,12,0.0615,3.14
116,Weekday,12,0.3092,7.75
117,Weekday,12,0.3696,9.59
118,Weekday,12,0.4575,54.75
119,Weekday,12,0.275,7.77
120,Weekday,12,0.3068,19.2
1,Weekday,13,0.8806,65.68
2,Weekday,13,0.4725,73.5
3,Weekday,13,0.7278,20.95
4,Weekday,13,0.6102,17.22
5,Weekday,13,0.7616,28.28
6,Weekday,13,0.7661,57.89
7,Weekday,13,0.6739,16.19
8,Weekday,13,0.6678,39.86
9,Weekday,13,0.702,32.61
10,Weekday,13,0.6998,25.29
11,Weekday,13,0.3436,19.85
12,Weekday,13,0.752,32.03
13,Weekday,13,0.6317,77.51
14,Weekday,13,0.5431,48.56
15,Weekday,13,0.6411,67.64
16,Weekday,13,0.69,38.65
17,Weekday,13,0.761,52.01
18,Weekday,13,0.965,77.05
19,Weekday,13,0.6524,31.48
20,Weekday,13,0.6093,21.57
21,Weekday,13,0.7121,127.69
22,Weekday,13,0.697,63.8
