parking_id,activity_date,peak_occupancy_rate,avg_occupancy_rate,vehicle_entries,platform_bookings,booking_cancellations,gross_parking_revenue_inr,avg_park_duration_hours
35,2025-11-08,0.4777,0.273,34,5,0,6354.14,6.18
36,2025-11-08,0.6526,0.5091,733,124,12,42303.73,1.8
37,2025-11-08,0.5572,0.4073,561,71,4,41306.06,2.13
38,2025-11-08,0.5855,0.4108,509,69,6,35778.5,1.84
39,2025-11-08,0.5752,0.4568,274,47,2,21372.89,2.18
40,2025-11-08,0.7173,0.5536,874,94,10,124709.3,2.55
41,2025-11-08,0.7453,0.6113,1932,419,29,212361.07,2.17
42,2025-11-08,0.7978,0.6531,505,92,5,51080.54,2.21
43,2025-11-08,0.8466,0.7023,1362,224,22,126251.57,1.75
44,2025-11-08,0.818,0.6761,673,138,16,80232.06,1.96
45,2025-11-08,0.5465,0.4068,2569,474,41,170464.4,2.26
46,2025-11-08,0.7673,0.6371,1810,357,32,64350.61,1.75
47,2025-11-08,0.7435,0.5974,494,66,5,38531.84,2.06
48,2025-11-08,0.9168,0.7634,281,38,2,23614.58,2.19
49,2025-11-08,0.9144,0.7872,659,92,6,25842.98,1.79
50,2025-11-08,0.6607,0.515,226,30,1,19975.6,2.51
51,2025-11-08,0.9644,0.7804,439,101,6,28242.03,1.85
52,2025-11-08,0.9623,0.7936,2516,557,47,158258.9,1.99
53,2025-11-08,0.3704,0.1929,299,47,4,23815.42,2.02
54,2025-11-08,0.4691,0.2997,219,25,3,19176.33,2.23
55,2025-11-08,0.9872,0.8454,1475,287,19,90218.49,2.37
56,2025-11-08,0.5083,0.4014,470,50,1,34056.96,2.93
57,2025-11-08,0.3816,0.2759,100,17,1,17351.11,5.24
58,2025-11-08,0.4933,0.2789,38,4,0,2888.27,4.71
59,2025-11-08,0.4493,0.2688,176,21,2,28534.3,6.03
60,2025-11-08,0.4004,0.2476,83,8,1,11148.96,5.07
61,2025-11-08,0.3729,0.2062,178,26,3,13391.93,4.69
62,2025-11-08,0.2434,0.0734,14,2,0,4126.21,5.58
63,2025-11-08,0.3246,0.1716,103,9,0,40666.86,5.34
64,2025-11-08,0.4816,0.2713,90,11,0,24447.29,5.52
65,2025-11-08,0.3057,0.112,78,18,0,13414.74,5.13
66,2025-11-08,0.375,0.2166,116,13,1,18996.28,5.15
67,2025-11-08,0.3359,0.14,155,31,0,20788.67,4.94
68,2025-11-08,0.2829,0.1491,255,43,0,45598.61,5.47
69,2025-11-08,0.3759,0.2176,48,11,0,15318.22,5.27
70,2025-11-08,0.3187,0.1489,26,5,1,3802.9,5.39
71,2025-11-08,0.2414,0.1079,165,18,2,34688.75,5.29
72,2025-11-08,0.4804,0.3854,989,156,19,115879.15,3.07
73,2025-11-08,0.5776,0.3765,285,36,2,29522.76,2.89
74,2025-11-08,0.3653,0.2446,559,99,8,37981.9,3.11
75,2025-11-08,0.4788,0.3004,866,146,10,141078.89,2.91
76,2025-11-08,0.442,0.2897,99,4,0,5770.63,2.51
77,2025-11-08,0.5671,0.3787,361,35,2,40295.3,3.14
78,2025-11-08,0.5485,0.3685,142,29,4,15388.4,3.04
79,2025-11-08,0.4315,0.2732,71,9,3,3342.45,2.63
80,2025-11-08,0.4848,0.3351,342,39,4,23668.91,2.98
81,2025-11-08,0.3452,0.2235,87,13,1,6851.77,2.67
82,2025-11-08,0.4508,0.3009,70,12,1,7714.79,3.61
83,2025-11-08,0.5209,0.3289,445,81,6,82790.75,3.29
84,2025-11-08,0.3556,0.155,392,62,6,51626.87,3.69
85,2025-11-08,0.6007,0.3615,232,46,4,28884.74,3.27
86,2025-11-08,0.4472,0.3195,138,20,3,19761.57,2.75
87,2025-11-08,0.3298,0.2004,310,47,1,43043.62,4.83
88,2025-11-08,0.3652,0.2403,199,19,3,36679.99,5.71
89,2025-11-08,0.4082,0.2774,91,16,3,26820.49,5.32
90,2025-11-08,0.3964,0.2637,391,59,11,52768.53,4.85
91,2025-11-08,0.207,0.035,12,0,0,2795.47,5.46
92,2025-11-08,0.4021,0.2222,76,6,1,11737.45,4.94
93,2025-11-08,0.3692,0.1553,60,9,0,10504.92,4.99
94,2025-11-08,0.2057,0.0955,34,2,0,6039.46,4.96
95,2025-11-08,0.2916,0.1399,221,37,1,35882.83,4.58
96,2025-11-08,0.1823,0.035,21,6,1,2154.0,4.79
97,2025-11-08,0.617,0.4151,151,21,1,8778.44,2.4
98,2025-11-08,0.5188,0.3662,711,65,4,83744.62,1.94
99,2025-11-08,0.5363,0.3895,995,94,8,50831.39,2.17
100,2025-11-08,0.6372,0.4855,671,60,5,46978.34,1.96
101,2025-11-08,0.2163,0.0941,140,12,0,28350.48,5.1
102,2025-11-08,0.2152,0.096,34,5,0,14764.27,5.35
103,2025-11-08,0.2828,0.0989,28,7,0,5144.41,4.79
104,2025-11-08,0.3019,0.1916,196,22,5,44561.88,5.78
105,2025-11-08,0.533,0.4209,547,60,7,39871.95,5.88
106,2025-11-08,0.4512,0.3294,257,34,2,35964.3,6.04
107,2025-11-08,0.3602,0.2429,72,8,0,25089.87,6.81
108,2025-11-08,0.3605,0.2617,85,7,1,16570.7,6.62
109,2025-11-08,0.491,0.342,38,5,2,6042.05,6.29
110,2025-11-08,0.3976,0.225,123,22,3,16023.11,4.94
111,2025-11-08,0.5385,0.3638,131,18,1,14251.9,5.41
112,2025-11-08,0.4597,0.3086,199,26,1,20486.28,5.39
113,2025-11-08,0.5723,0.3713,107,12,1,17123.86,5.02
114,2025-11-08,0.4412,0.2608,104,15,2,13845.58,5.05
115,2025-11-08,0.3411,0.1842,54,7,0,4005.5,4.6
116,2025-11-08,0.4653,0.3481,111,18,3,10440.94,3.65
117,2025-11-08,0.424,0.3159,278,48,6,15762.35,2.53
118,2025-11-08,0.5578,0.4256,1471,166,14,132615.93,2.99
119,2025-11-08,0.5691,0.4292,159,24,0,12500.42,2.98
120,2025-11-08,0.4601,0.2864,283,51,3,37572.68,2.83
1,2025-11-09,0.5052,0.3473,519,130,18,83388.63,2.36
2,2025-11-09,0.3054,0.1694,584,109,14,98143.49,2.27
3,2025-11-09,0.4529,0.3072,143,41,2,35265.58,2.69
4,2025-11-09,0.5773,0.4045,473,86,8,56217.58,2.3
5,2025-11-09,0.5086,0.3553,216,34,0,32196.66,3.07
6,2025-11-09,0.4708,0.3067,811,176,16,119314.59,2.6
7,2025-11-09,0.6205,0.4627,267,52,4,41103.3,2.38
8,2025-11-09,0.5136,0.3143,325,55,1,72407.74,2.49
9,2025-11-09,0.4859,0.3638,293,47,4,40800.24,2.27
10,2025-11-09,0.3842,0.2254,131,17,3,20673.2,2.63
11,2025-11-09,0.2193,0.0847,71,18,1,9814.47,2.83
12,2025-11-09,0.6233,0.4289,353,74,7,46694.16,2.65
13,2025-11-09,0.5095,0.3,1111,205,21,141347.23,2.86
14,2025-11-09,0.4554,0.2812,409,94,9,45274.12,3.08
15,2025-11-09,0.409,0.235,702,141,13,86939.34,3.09
16,2025-11-09,0.6556,0.46,847,162,12,89926.52,3.14
17,2025-11-09,0.5673,0.4073,497,117,9,63851.45,3.16
18,2025-11-09,0.8337,0.6566,2133,483,50,202278.33,2.32
19,2025-11-09,0.4572,0.3071,480,97,4,67710.03,2.9
20,2025-11-09,0.4424,0.2998,207,31,2,24202.32,2.84
21,2025-11-09,0.6945,0.5301,1474,325,30,248626.19,2.67
22,2025-11-09,0.5153,0.4029,1209,217,24,174004.4,3.2
23,2025-11-09,0.4583,0.3389,341,53,0,32253.7,2.87
24,2025-11-09,0.3387,0.1695,118,13,0,8832.3,3.26
25,2025-11-09,0.4125,0.2628,243,45,5,21233.06,2.62
26,2025-11-09,0.505,0.3638,893,144,16,83453.74,3.36
27,2025-11-09,0.4248,0.3078,489,86,6,27117.11,2.8
28,2025-11-09,0.5292,0.3753,364,43,1,54730.33,3.01
29,2025-11-09,0.6065,0.425,457,61,4,57529.71,2.85
30,2025-11-09,0.4837,0.2851,192,38,2,24134.1,2.89
31,2025-11-09,0.5546,0.3731,738,128,13,42728.14,3.13
32,2025-11-09,0.6223,0.4448,535,53,4,33756.38,3.08
33,2025-11-09,0.3752,0.2236,285,29,4,49077.98,5.87
34,2025-11-09,0.5818,0.3784,290,34,2,52102.7,6.92
35,2025-11-09,0.5168,0.3161,55,7,1,9901.7,6.16
36,2025-11-09,0.6909,0.4877,624,102,9,41530.33,2.13
37,2025-11-09,0.542,0.4057,567,61,5,46885.42,2.11
38,2025-11-09,0.5244,0.3952,415,50,7,27699.95,2.23
39,2025-11-09,0.6263,0.4611,243,32,6,18563.22,2.27
40,2025-11-09,0.6175,0.5045,1054,131,9,122525.05,2.09
41,2025-11-09,0.7142,0.6091,2138,440,38,219243.1,2.02
42,2025-11-09,0.7982,0.714,395,71,8,45635.45,2.86
43,2025-11-09,0.8738,0.7214,1112,174,14,175899.89,2.25
44,2025-11-09,0.7536,0.6229,505,106,6,72419.36,2.18
45,2025-11-09,0.6408,0.4824,4497,914,87,255058.74,1.6
46,2025-11-09,0.803,0.696,1980,388,22,78855.8,1.71
47,2025-11-09,0.4818,0.4004,339,43,3,27099.57,2.0
48,2025-11-09,0.995,0.836,411,60,4,23462.24,1.64
49,2025-11-09,0.8211,0.6905,614,102,7,24032.68,1.71
50,2025-11-09,0.7677,0.628,375,60,2,21565.14,1.97
51,2025-11-09,0.7934,0.727,379,80,9,29103.07,2.11
52,2025-11-09,0.984,0.7917,2100,465,33,162625.62,2.38
53,2025-11-09,0.2599,0.1295,165,25,5,15087.44,2.37
54,2025-11-09,0.4298,0.2686,206,13,2,11090.6,1.96
55,2025-11-09,0.995,0.9281,1709,343,25,111027.06,2.15
56,2025-11-09,0.5296,0.3982,646,72,8,23491.69,2.15
57,2025-11-09,0.4209,0.3269,158,15,2,26900.14,5.12
58,2025-11-09,0.431,0.2557,28,5,0,2110.82,5.2
59,2025-11-09,0.3779,0.2831,194,26,1,24896.26,5.64
60,2025-11-09,0.4932,0.3516,98,13,0,12213.73,5.25
61,2025-11-09,0.3614,0.2039,189,27,2,16307.05,4.7
62,2025-11-09,0.2802,0.1219,32,3,1,12099.76,5.44
63,2025-11-09,0.3664,0.2146,122,12,1,49205.87,5.51
64,2025-11-09,0.29,0.173,63,9,0,14267.44,5.41
65,2025-11-09,0.2202,0.1029,84,11,0,14314.05,5.14
66,2025-11-09,0.2764,0.1647,93,12,1,12694.54,5.0
67,2025-11-09,0.4517,0.2879,241,36,3,40320.73,5.39
68,2025-11-09,0.2944,0.1003,160,28,2,26689.41,5.92
69,2025-11-09,0.3912,0.194,31,8,1,7307.76,5.11
70,2025-11-09,0.4686,0.2145,63,5,0,8550.29,4.94
71,2025-11-09,0.1803,0.035,57,8,2,11200.8,5.35
72,2025-11-09,0.5437,0.3456,988,158,17,86795.92,2.87
73,2025-11-09,0.2711,0.1904,134,22,1,12124.95,3.14
74,2025-11-09,0.3833,0.2501,639,121,11,48889.56,3.14
75,2025-11-09,0.3552,0.1674,587,96,13,71874.78,2.51
76,2025-11-09,0.2189,0.1084,32,3,1,2002.42,2.7
77,2025-11-09,0.5442,0.3141,357,35,1,31134.52,2.29
78,2025-11-09,0.5539,0.3753,157,16,0,13236.65,3.05
79,2025-11-09,0.5351,0.3996,88,11,0,4742.09,2.93
80,2025-11-09,0.5937,0.4432,422,41,6,32220.61,2.89
81,2025-11-09,0.4182,0.2417,90,18,1,8397.86,2.83
82,2025-11-09,0.5922,0.411,101,11,1,12308.9,3.5
83,2025-11-09,0.516,0.3593,567,94,8,94487.26,3.02
84,2025-11-09,0.4029,0.2136,849,119,14,87282.11,2.54
85,2025-11-09,0.4922,0.3691,215,48,6,21368.71,3.17
86,2025-11-09,0.4555,0.2789,123,22,4,14556.95,2.46
87,2025-11-09,0.3671,0.2119,317,42,3,63848.02,5.4
88,2025-11-09,0.3723,0.1662,166,20,1,23658.54,5.03
89,2025-11-09,0.3892,0.2877,69,6,0,14135.71,5.32
90,2025-11-09,0.2636,0.1645,256,22,0,34819.39,4.86
91,2025-11-09,0.1651,0.035,10,0,0,1749.38,5.54
92,2025-11-09,0.5177,0.2912,104,11,1,17008.56,5.14
93,2025-11-09,0.2901,0.1037,44,9,0,9118.27,5.49
94,2025-11-09,0.3149,0.1556,61,7,0,11496.89,5.85
95,2025-11-09,0.3412,0.1866,235,33,3,49488.24,4.93
96,2025-11-09,0.1675,0.035,26,6,1,4032.84,5.55
97,2025-11-09,0.5126,0.3597,163,16,1,8225.44,1.89
98,2025-11-09,0.4595,0.3172,469,49,4,73409.22,2.59
99,2025-11-09,0.5852,0.4316,1072,130,11,60526.84,2.36
100,2025-11-09,0.6847,0.5039,486,48,4,44686.36,2.75
101,2025-11-09,0.2915,0.176,234,32,3,40754.33,5.06
102,2025-11-09,0.4755,0.3108,146,30,2,36439.43,4.81
103,2025-11-09,0.3466,0.2265,55,7,0,11877.56,5.37
104,2025-11-09,0.3523,0.2201,241,28,3,57578.4,5.38
105,2025-11-09,0.3992,0.2401,264,26,6,22036.8,6.67
106,2025-11-09,0.2564,0.1234,89,14,1,12535.07,6.13
107,2025-11-09,0.3782,0.1841,55,5,0,20200.36,6.54
108,2025-11-09,0.4758,0.2845,96,11,0,16189.62,6.64
109,2025-11-09,0.5789,0.3561,49,8,0,7035.75,6.17
110,2025-11-09,0.2435,0.1206,80,14,1,10903.44,5.12
111,2025-11-09,0.5035,0.4009,130,16,1,13342.25,5.36
112,2025-11-09,0.3495,0.2255,160,14,1,18892.11,5.52
113,2025-11-09,0.4502,0.327,106,16,1,13266.99,4.81
114,2025-11-09,0.3839,0.207,75,14,2,10108.96,5.43
115,2025-11-09,0.2637,0.158,51,5,1,5736.26,5.36
116,2025-11-09,0.4356,0.2703,130,15,0,12867.68,2.79
117,2025-11-09,0.4937,0.3705,297,51,3,24223.03,2.8
118,2025-11-09,0.5158,0.355,1301,152,10,118065.83,2.93
119,2025-11-09,0.4167,0.2573,94,11,1,6821.6,3.02
120,2025-11-09,0.4706,0.3077,376,69,6,35364.38,2.28
1,2025-11-10,0.9328,0.7429,1295,282,6,192164.23,2.2
2,2025-11-10,0.4842,0.3159,854,182,4,127217.72,2.57
3,2025-11-10,0.7334,0.5385,233,42,0,75851.99,3.11
4,2025-11-10,0.7802,0.6038,561,122,5,98865.66,3.15
5,2025-11-10,0.7127,0.574,406,79,7,40243.4,2.64
6,2025-11-10,0.9199,0.732,1784,406,10,357749.76,2.84
7,2025-11-10,0.5834,0.429,264,60,1,47200.09,2.16
8,2025-11-10,0.6166,0.4427,474,100,8,113029.58,2.51
9,2025-11-10,0.7611,0.5752,337,62,4,68971.46,2.96
10,2025-11-10,0.6697,0.511,299,37,2,44710.91,2.56
11,2025-11-10,0.2647,0.061,59,13,0,7574.84,2.67
12,2025-11-10,0.8383,0.6641,432,91,3,56633.09,2.99
13,2025-11-10,0.5336,0.3941,1297,204,9,190976.32,3.26
14,2025-11-10,0.574,0.4282,725,158,7,65727.87,2.54
15,2025-11-10,0.5404,0.3944,1407,283,9,127005.26,2.6
16,2025-11-10,0.7324,0.6004,1150,246,10,144555.31,2.95
17,2025-11-10,0.6067,0.4636,575,133,2,73510.67,2.79
18,2025-11-10,0.995,0.8944,2242,521,10,264168.38,3.09
19,2025-11-10,0.7491,0.5739,868,160,7,112338.89,3.02
20,2025-11-10,0.6365,0.47,294,47,0,25964.55,2.76
21,2025-11-10,0.7231,0.5599,1414,316,10,268747.39,2.99
22,2025-11-10,0.6232,0.4725,1738,280,3,224380.05,2.57
23,2025-11-10,0.3803,0.2492,247,38,2,26397.82,2.92
24,2025-11-10,0.4489,0.2563,163,25,1,13192.62,3.02
25,2025-11-10,0.3514,0.2022,211,35,0,22078.32,2.44
26,2025-11-10,0.5603,0.4503,1321,226,15,79940.46,2.66
27,2025-11-10,0.5806,0.4328,851,136,8,37995.73,2.3
28,2025-11-10,0.4815,0.2874,258,35,0,54763.7,3.2
29,2025-11-10,0.6306,0.4905,543,65,1,71781.33,2.93
30,2025-11-10,0.5197,0.4258,275,35,2,38368.46,2.83
31,2025-11-10,0.5708,0.3681,813,146,9,41795.01,2.87
32,2025-11-10,0.5135,0.4093,429,49,2,36087.39,3.27
33,2025-11-10,0.42,0.2882,399,39,4,57809.66,5.29
34,2025-11-10,0.6843,0.5154,554,67,1,78123.41,5.24
35,2025-11-10,0.3729,0.233,31,3,0,6433.83,5.62
36,2025-11-10,0.4706,0.4326,610,98,6,40589.85,1.89
37,2025-11-10,0.5502,0.3856,683,83,2,37828.07,1.68
38,2025-11-10,0.5037,0.3736,429,39,3,28682.48,1.86
39,2025-11-10,0.5488,0.3699,274,47,3,13548.19,1.68
40,2025-11-10,0.5981,0.4867,1016,133,8,110022.78,2.02
41,2025-11-10,0.6645,0.5203,2425,505,29,203297.35,1.47
42,2025-11-10,0.7588,0.5827,473,81,4,39482.27,2.31
43,2025-11-10,0.7823,0.5826,926,148,8,131507.66,2.26
44,2025-11-10,0.7387,0.4964,377,72,4,57434.9,2.38
45,2025-11-10,0.6102,0.3775,2514,494,23,198261.62,2.17
46,2025-11-10,0.7795,0.5647,1412,278,14,56454.92,1.92
47,2025-11-10,0.5891,0.3908,320,43,3,21788.39,1.86
48,2025-11-10,0.8473,0.7157,280,43,3,24049.91,2.12
49,2025-11-10,0.7195,0.6312,551,92,3,24460.51,1.7
50,2025-11-10,0.6221,0.488,282,47,2,19820.21,2.09
51,2025-11-10,0.8439,0.6856,373,88,3,25415.11,2.22
52,2025-11-10,0.8631,0.7021,1776,410,14,143219.93,2.45
53,2025-11-10,0.2814,0.1163,199,43,5,13025.08,2.05
54,2025-11-10,0.4103,0.2619,161,19,0,11836.4,2.19
55,2025-11-10,0.8707,0.7317,1962,398,19,92729.92,1.49
56,2025-11-10,0.6001,0.4083,958,102,7,34940.69,1.5
57,2025-11-10,0.3946,0.2119,91,14,1,12487.16,4.94
58,2025-11-10,0.2769,0.1633,19,1,0,1358.74,4.95
59,2025-11-10,0.5549,0.336,261,26,0,36647.32,5.08
60,2025-11-10,0.411,0.2364,94,10,0,11455.48,4.98
61,2025-11-10,0.286,0.1854,166,14,0,18382.38,4.94
62,2025-11-10,0.4918,0.3791,95,10,1,38894.26,5.91
63,2025-11-10,0.3837,0.2467,146,22,1,63767.45,5.75
64,2025-11-10,0.4011,0.3149,98,11,0,24267.56,5.81
65,2025-11-10,0.4462,0.3166,197,37,4,39408.92,5.47
66,2025-11-10,0.5502,0.3947,204,22,2,35085.11,5.53
67,2025-11-10,0.6044,0.4423,390,76,4,74282.15,5.22
68,2025-11-10,0.4834,0.3073,516,87,6,107128.37,5.9
69,2025-11-10,0.635,0.4089,101,15,0,27288.48,5.56
70,2025-11-10,0.4212,0.2397,43,4,1,7379.04,5.57
71,2025-11-10,0.372,0.1844,264,35,3,56381.07,5.7
72,2025-11-10,0.4952,0.3557,1164,184,4,98257.41,2.43
73,2025-11-10,0.45,0.2814,254,26,1,20612.44,2.56
74,2025-11-10,0.4275,0.2857,637,117,11,43245.1,3.13
75,2025-11-10,0.3099,0.1103,352,52,1,48565.6,2.78
76,2025-11-10,0.2815,0.1456,37,2,0,2157.83,3.03
77,2025-11-10,0.485,0.2657,302,30,1,30864.61,2.7
78,2025-11-10,0.6562,0.4358,180,29,1,20218.26,3.04
79,2025-11-10,0.4236,0.2429,75,10,0,4181.59,2.92
80,2025-11-10,0.6347,0.4433,546,66,4,32929.24,2.43
81,2025-11-10,0.4746,0.3277,127,14,1,12695.26,3.22
82,2025-11-10,0.5117,0.3586,138,13,1,13025.03,2.76
83,2025-11-10,0.6305,0.4502,694,141,5,118847.26,2.89
84,2025-11-10,0.3481,0.2326,795,106,5,111728.06,3.12
85,2025-11-10,0.6491,0.4977,343,49,0,29982.74,2.71
86,2025-11-10,0.6769,0.4822,220,27,0,27474.62,2.65
87,2025-11-10,0.5182,0.339,403,53,5,64210.96,6.14
88,2025-11-10,0.4851,0.3158,224,31,2,46047.19,5.71
89,2025-11-10,0.4675,0.3031,79,9,1,18187.47,5.75
90,2025-11-10,0.6773,0.5125,647,85,3,119812.28,5.63
91,2025-11-10,0.2043,0.0537,9,1,0,1708.9,5.71
92,2025-11-10,0.3972,0.2631,76,3,1,16062.03,5.6
93,2025-11-10,0.4102,0.2107,83,11,0,18762.54,6.03
94,2025-11-10,0.3999,0.22,71,12,0,15979.41,5.98
95,2025-11-10,0.5616,0.3969,483,72,8,128208.84,6.17
96,2025-11-10,0.3653,0.1715,114,13,1,16807.46,6.03
97,2025-11-10,0.5095,0.3753,126,11,0,10127.42,2.41
98,2025-11-10,0.3839,0.1898,357,42,3,31138.14,1.94
99,2025-11-10,0.5978,0.3874,1161,125,11,56519.18,1.9
100,2025-11-10,0.6304,0.4485,519,51,5,40626.33,2.14
101,2025-11-10,0.3997,0.2233,257,17,1,57871.75,5.94
102,2025-11-10,0.6161,0.4166,167,19,2,68681.37,5.71
103,2025-11-10,0.468,0.2689,68,11,0,13029.0,5.61
104,2025-11-10,0.6164,0.4647,483,40,2,100298.68,5.3
105,2025-11-10,0.5112,0.3599,472,68,3,23692.65,5.7
106,2025-11-10,0.328,0.1995,165,25,1,23505.23,6.17
107,2025-11-10,0.3138,0.1572,48,6,0,12384.62,5.88
108,2025-11-10,0.4432,0.2874,82,11,0,12741.45,6.2
109,2025-11-10,0.4992,0.3846,37,6,0,6728.98,6.29
110,2025-11-10,0.4186,0.2364,127,27,1,17067.22,4.86
111,2025-11-10,0.4973,0.3439,123,11,0,10431.53,4.46
112,2025-11-10,0.4715,0.3665,241,20,0,24769.94,5.02
113,2025-11-10,0.4121,0.2576,83,8,0,9436.43,4.59
114,2025-11-10,0.3718,0.2444,88,11,0,12819.67,5.43
115,2025-11-10,0.3658,0.1706,38,0,0,3854.87,5.24
116,2025-11-10,0.4494,0.2744,81,8,0,8043.41,3.06
117,2025-11-10,0.4838,0.3564,285,39,4,28324.12,3.11
118,2025-11-10,0.481,0.3121,1075,97,8,90066.56,2.94
119,2025-11-10,0.3558,0.2682,84,12,1,5062.22,3.03
120,2025-11-10,0.539,0.3883,310,56,4,42484.2,3.39
1,2025-11-11,0.8788,0.7101,1077,236,8,156320.13,2.5
2,2025-11-11,0.4952,0.3585,998,181,5,161071.68,2.44
3,2025-11-11,0.6298,0.4717,245,55,1,69820.67,2.87
4,2025-11-11,0.7565,0.5776,635,134,2,75085.73,2.49
5,2025-11-11,0.7714,0.5994,357,62,4,39043.76,2.95
6,2025-11-11,0.8277,0.6893,2186,509,33,293692.41,2.09
7,2025-11-11,0.6156,0.5111,219,49,3,63056.88,3.0
8,2025-11-11,0.6578,0.5377,598,111,7,122362.42,2.55
9,2025-11-11,0.7713,0.6235,406,69,2,75041.97,2.78
10,2025-11-11,0.6904,0.5508,341,49,0,50486.74,2.25
11,2025-11-11,0.4067,0.285,287,51,2,41025.89,2.47
12,2025-11-11,0.7907,0.6061,432,103,3,60053.64,3.13
13,2025-11-11,0.6381,0.4785,1860,369,9,234511.28,2.8
14,2025-11-11,0.6483,0.5032,627,125,4,64640.68,3.32
15,2025-11-11,0.5057,0.3476,1788,384,12,106410.77,1.79
16,2025-11-11,0.5657,0.523,1168,289,6,115562.75,2.59
17,2025-11-11,0.7635,0.6459,809,173,9,88732.47,2.67
18,2025-11-11,0.859,0.7317,2120,486,14,243189.24,2.61
19,2025-11-11,0.6391,0.4318,853,139,8,102269.56,2.43
20,2025-11-11,0.5663,0.3743,232,25,3,35217.4,2.86
21,2025-11-11,0.7563,0.6066,1809,390,20,237285.84,2.54
22,2025-11-11,0.6679,0.4997,1820,300,17,211658.85,2.48
23,2025-11-11,0.5019,0.2976,339,61,1,26365.85,2.66
24,2025-11-11,0.21,0.0639,51,7,0,4708.74,2.82
25,2025-11-11,0.4472,0.286,273,48,2,25020.5,2.51
26,2025-11-11,0.561,0.4081,1226,215,10,95895.07,2.57
27,2025-11-11,0.556,0.4082,643,103,5,40018.94,3.07
28,2025-11-11,0.6061,0.4318,479,72,5,50671.02,2.34
29,2025-11-11,0.7321,0.5472,662,77,2,93531.35,2.64
30,2025-11-11,0.4126,0.2518,162,30,0,16380.3,2.77
31,2025-11-11,0.5943,0.4157,1030,178,7,49464.54,2.59
32,2025-11-11,0.5894,0.4071,464,49,1,36796.46,3.37
33,2025-11-11,0.4739,0.3051,418,40,3,65074.48,5.73
34,2025-11-11,0.501,0.3665,354,40,3,55617.8,6.07
35,2025-11-11,0.3923,0.2376,30,7,0,5140.23,5.71
36,2025-11-11,0.5924,0.3973,523,90,7,40080.23,2.1
37,2025-11-11,0.4967,0.328,496,67,1,42752.37,1.91
38,2025-11-11,0.4802,0.3773,460,51,4,29588.34,1.73
39,2025-11-11,0.5872,0.4319,383,60,4,16826.36,1.59
40,2025-11-11,0.5977,0.4277,834,105,2,85400.84,2.21
41,2025-11-11,0.6287,0.5274,1846,423,13,123776.09,1.84
42,2025-11-11,0.7322,0.547,610,104,6,35513.3,1.53
43,2025-11-11,0.8528,0.709,1204,210,13,171554.38,2.07
44,2025-11-11,0.6605,0.5239,472,78,7,51342.85,2.08
45,2025-11-11,0.6276,0.446,3596,662,29,216202.68,1.8
46,2025-11-11,0.7817,0.5839,1421,315,15,62936.99,1.95
47,2025-11-11,0.561,0.3791,342,41,0,30405.91,1.83
48,2025-11-11,0.8319,0.6777,233,41,3,28398.38,2.5
49,2025-11-11,0.7618,0.6557,377,46,1,20016.56,2.48
50,2025-11-11,0.6543,0.5186,348,42,0,19546.72,1.71
51,2025-11-11,0.6962,0.5297,272,74,6,22840.88,2.18
52,2025-11-11,0.8819,0.685,1976,416,13,128883.63,2.15
53,2025-11-11,0.4377,0.2585,484,84,5,26331.58,1.64
54,2025-11-11,0.5307,0.3806,255,28,1,19669.75,2.11
55,2025-11-11,0.9909,0.7981,1416,283,18,93192.54,2.31
56,2025-11-11,0.5775,0.4342,626,69,2,37411.28,2.48
57,2025-11-11,0.5028,0.2949,152,24,0,21119.78,4.86
58,2025-11-11,0.3807,0.274,31,4,0,2627.28,5.06
59,2025-11-11,0.4107,0.2975,240,37,1,30626.48,4.98
60,2025-11-11,0.4258,0.283,113,10,0,16377.57,5.26
61,2025-11-11,0.3264,0.2356,177,21,1,19811.91,5.48
62,2025-11-11,0.3946,0.255,76,5,0,23376.78,5.7
63,2025-11-11,0.5009,0.3661,200,27,0,69335.28,5.8
64,2025-11-11,0.4341,0.2588,74,4,0,23982.19,6.21
65,2025-11-11,0.4,0.2892,184,32,1,34148.16,5.66
66,2025-11-11,0.4163,0.3187,145,20,2,22349.21,5.42
67,2025-11-11,0.5204,0.3316,242,50,1,50291.71,6.18
68,2025-11-11,0.4172,0.228,398,73,1,79536.42,5.33
69,2025-11-11,0.3887,0.2957,69,17,1,18538.4,5.32
70,2025-11-11,0.4516,0.253,29,1,0,5984.56,6.31
71,2025-11-11,0.363,0.1684,228,28,1,47764.01,5.84
72,2025-11-11,0.5668,0.3887,1235,218,6,115728.93,2.66
73,2025-11-11,0.5337,0.3766,279,39,1,30967.72,3.16
74,2025-11-11,0.477,0.2498,576,114,8,33810.06,3.16
75,2025-11-11,0.3797,0.2235,734,108,3,100602.16,2.76
76,2025-11-11,0.4198,0.2817,100,8,1,5848.91,2.67
77,2025-11-11,0.3712,0.2397,253,18,0,26404.58,2.65
78,2025-11-11,0.6544,0.4605,182,18,1,17796.04,3.14
79,2025-11-11,0.471,0.2893,80,11,0,3875.48,2.64
80,2025-11-11,0.617,0.4442,493,54,5,29543.49,2.64
81,2025-11-11,0.4562,0.3262,116,21,0,11724.89,3.13
82,2025-11-11,0.5323,0.3608,124,9,1,10269.31,2.55
83,2025-11-11,0.6571,0.5135,698,128,6,117831.54,3.37
84,2025-11-11,0.2478,0.1794,618,100,6,53700.47,2.93
