parking_id,lot_code,lot_name,locality_id,owner_id,latitude,longitude,parking_type,surface_type,capacity_cars,hourly_rate_inr,monthly_pass_inr,is_24x7,opens_at,closes_at,has_covered_parking,has_security_staff,has_cctv,record_source,source_name,source_reference,source_observed_on,data_quality_flag,osm_id,parking_display_name,capacity_segment,operating_hours_label
89,LOT-0089,OSM Parking way-226082173,12,52,28.492668,77.084959,Basement,Paved,99,55.0,3900.0,False,06:00:00,23:00:00,True,True,True,public_osm,OpenStreetMap,https://www.openstreetmap.org/way/226082173,2026-08-16,Fallback,226082173,Basement · Udyog Vihar,Q2 Medium,06:00-23:00
90,LOT-0090,MSIL Material Gate,12,53,28.492619,77.078132,Multi-Level (MLCP),Paved,396,40.0,3000.0,False,06:00:00,00:00:00,True,True,False,public_osm,OpenStreetMap,https://www.openstreetmap.org/way/152002374,2026-08-16,Medium,152002374,MSIL Material Gate,Q4 Very Large,06:00-00:00
91,LOT-0091,OSM Parking way-1093273473,12,54,28.490831,77.08877,Surface Lot,Mixed,95,50.0,,False,06:00:00,22:00:00,True,True,True,public_osm,OpenStreetMap,https://www.openstreetmap.org/way/1093273473,2026-08-16,Fallback,1093273473,Surface Lot · Udyog Vihar #91,Q2 Medium,06:00-22:00
92,LOT-0092,OSM Parking way-120114001,12,55,28.496975,77.074752,Surface Lot,Paved,73,50.0,,True,,,True,True,True,public_osm,OpenStreetMap,https://www.openstreetmap.org/way/120114001,2026-08-16,Fallback,120114001,Surface Lot · Udyog Vihar #92,Q1 Small,24 hours
93,LOT-0093,OSM Parking way-120114009,12,56,28.49783,77.074737,Office Complex,Paved,148,45.0,2900.0,False,06:00:00,23:00:00,True,True,False,public_osm,OpenStreetMap,https://www.openstreetmap.org/way/120114009,2026-08-16,Fallback,120114009,Office Complex · Udyog Vihar #93,Q2 Medium,06:00-23:00
94,LOT-0094,OSM Parking way-151993565,12,6,28.489289,77.067675,Surface Lot,Paved,112,45.0,3800.0,False,06:00:00,23:00:00,False,True,True,public_osm,OpenStreetMap,https://www.openstreetmap.org/way/151993565,2026-08-16,Fallback,151993565,Surface Lot · Udyog Vihar #94,Q2 Medium,06:00-23:00
95,LOT-0095,"Final vehicle parking area ""B""",12,46,28.494336,77.062741,Multi-Level (MLCP),Mixed,456,50.0,4200.0,False,06:00:00,23:00:00,True,False,False,public_osm,OpenStreetMap,https://www.openstreetmap.org/way/120114000,2026-08-16,Medium,120114000,"Final vehicle parking area ""B""",Q4 Very Large,06:00-23:00
96,LOT-0096,OSM Parking way-120113983,12,57,28.495204,77.062268,Office Complex,Paved,211,35.0,2200.0,False,06:00:00,23:00:00,True,True,False,public_osm,OpenStreetMap,https://www.openstreetmap.org/way/120113983,2026-08-16,Fallback,120113983,Office Complex · Udyog Vihar #96,Q3 Large,06:00-23:00
97,LOT-0097,Multi Level Car Parking (MLCP) Noida,13,36,28.569499,77.32181,On-Street Authorised,Paved,57,40.0,2500.0,False,06:00:00,23:00:00,False,False,False,public_osm,OpenStreetMap,https://www.openstreetmap.org/way/906721183,2026-08-16,Medium,906721183,Multi Level Car Parking (MLCP) Noida,Q1 Small,06:00-23:00
98,LOT-0098,GIP & WOW parking lot,13,8,28.567196,77.328228,Surface Lot,Paved,159,70.0,4700.0,True,,,False,False,True,public_osm,OpenStreetMap,https://www.openstreetmap.org/way/402325787,2026-08-16,Medium,402325787,GIP & WOW parking lot,Q3 Large,24 hours
99,LOT-0099,OSM Parking way-1514695589,13,58,28.562405,77.323312,Multi-Level (MLCP),Paved,252,35.0,2300.0,True,,,True,False,False,public_osm,OpenStreetMap,https://www.openstreetmap.org/way/1514695589,2026-08-16,Fallback,1514695589,Multi-Level (MLCP) · Noida Sector 18,Q3 Large,24 hours
100,LOT-0100,OSM Parking way-71596234,13,59,28.583812,77.310172,On-Street Authorised,Paved,101,45.0,3300.0,True,,,False,True,True,public_osm,OpenStreetMap,https://www.openstreetmap.org/way/71596234,2026-08-16,Fallback,71596234,On-Street Authorised · Noida Sector 18,Q2 Medium,24 hours
101,LOT-0101,OSM Parking way-71656926,14,60,28.618432,77.372049,Multi-Level (MLCP),Paved,399,45.0,3100.0,False,06:00:00,23:00:00,True,True,True,public_osm,OpenStreetMap,https://www.openstreetmap.org/way/71656926,2026-08-16,Fallback,71656926,Multi-Level (MLCP) · Noida Sector 62,Q4 Very Large,06:00-23:00
102,LOT-0102,OSM Parking way-71656927,14,61,28.618478,77.373276,Surface Lot,Paved,121,95.0,6200.0,False,06:00:00,23:00:00,False,True,True,public_osm,OpenStreetMap,https://www.openstreetmap.org/way/71656927,2026-08-16,Fallback,71656927,Surface Lot · Noida Sector 62 #102,Q2 Medium,06:00-23:00
103,LOT-0103,OSM Parking way-1327222658,14,62,28.613203,77.360162,Surface Lot,Paved,80,45.0,3000.0,False,06:00:00,23:00:00,False,False,False,public_osm,OpenStreetMap,https://www.openstreetmap.org/way/1327222658,2026-08-16,Fallback,1327222658,Surface Lot · Noida Sector 62 #103,Q1 Small,06:00-23:00
104,LOT-0104,OSM Parking node-7151184473,14,63,28.627334,77.374799,Office Complex,Paved,393,50.0,4100.0,False,06:00:00,22:00:00,True,False,True,public_osm,OpenStreetMap,https://www.openstreetmap.org/node/7151184473,2026-08-16,Fallback,7151184473,Office Complex · Noida Sector 62,Q4 Very Large,06:00-22:00
105,LOT-0105,OSM Parking way-1193997714,16,64,28.564501,77.332083,Multi-Level (MLCP),Paved,406,15.0,1400.0,False,06:00:00,23:00:00,True,True,True,public_osm,OpenStreetMap,https://www.openstreetmap.org/way/1193997714,2026-08-16,Fallback,1193997714,Multi-Level (MLCP) · Botanical Garden Noida,Q4 Very Large,06:00-23:00
106,LOT-0106,parking zone,16,36,28.568622,77.335716,Metro Station Parking,Paved,198,35.0,,True,,,False,False,False,public_osm,OpenStreetMap,https://www.openstreetmap.org/way/402325782,2026-08-16,Medium,402325782,parking zone,Q3 Large,24 hours
107,LOT-0107,car parking,16,65,28.566787,77.343904,Surface Lot,Paved,77,65.0,4900.0,True,,,False,False,False,public_osm,OpenStreetMap,https://www.openstreetmap.org/way/402582854,2026-08-16,Medium,402582854,car parking,Q1 Small,24 hours
108,LOT-0108,OSM Parking way-402582932,16,66,28.568862,77.344871,Surface Lot,Paved,122,35.0,2500.0,False,06:00:00,23:00:00,False,False,False,public_osm,OpenStreetMap,https://www.openstreetmap.org/way/402582932,2026-08-16,Fallback,402582932,Surface Lot · Botanical Garden Noida,Q2 Medium,06:00-23:00
109,LOT-0109,OSM Parking way-1258173789,16,48,28.564612,77.351918,On-Street Authorised,Paved,28,35.0,,True,,,True,True,True,public_osm,OpenStreetMap,https://www.openstreetmap.org/way/1258173789,2026-08-16,Fallback,1258173789,On-Street Authorised · Botanical Garden Noida,Q1 Small,24 hours
110,LOT-0110,OSM Parking way-554394266,17,61,28.641565,77.367779,Basement,Mixed,132,35.0,2700.0,True,,,True,True,True,public_osm,OpenStreetMap,https://www.openstreetmap.org/way/554394266,2026-08-16,Fallback,554394266,Basement · Indirapuram,Q2 Medium,24 hours
111,LOT-0111,OSM Parking node-571595174,17,7,28.633108,77.370774,Surface Lot,Paved,121,25.0,1600.0,False,06:00:00,22:00:00,False,False,False,public_osm,OpenStreetMap,https://www.openstreetmap.org/node/571595174,2026-08-16,Fallback,571595174,Surface Lot · Indirapuram #111,Q2 Medium,06:00-22:00
112,LOT-0112,OSM Parking node-571595195,17,67,28.63309,77.371171,Surface Lot,Paved,143,30.0,,True,,,False,True,False,public_osm,OpenStreetMap,https://www.openstreetmap.org/node/571595195,2026-08-16,Fallback,571595195,Surface Lot · Indirapuram #112,Q2 Medium,24 hours
113,LOT-0113,OSM Parking way-1327221069,17,68,28.631114,77.368844,Surface Lot,Mixed,88,35.0,,False,06:00:00,23:00:00,False,True,True,public_osm,OpenStreetMap,https://www.openstreetmap.org/way/1327221069,2026-08-16,Fallback,1327221069,Surface Lot · Indirapuram #113,Q1 Small,06:00-23:00
114,LOT-0114,OSM Parking way-554394259,17,69,28.645814,77.368908,Surface Lot,Mixed,144,30.0,2100.0,False,06:00:00,22:00:00,False,False,True,public_osm,OpenStreetMap,https://www.openstreetmap.org/way/554394259,2026-08-16,Fallback,554394259,Surface Lot · Indirapuram #114,Q2 Medium,06:00-22:00
115,LOT-0115,OSM Parking way-608015611,17,60,28.629667,77.371121,Surface Lot,Paved,87,25.0,1800.0,False,06:00:00,23:00:00,False,False,True,public_osm,OpenStreetMap,https://www.openstreetmap.org/way/608015611,2026-08-16,Fallback,608015611,Surface Lot · Indirapuram #115,Q1 Small,06:00-23:00
116,LOT-0116,OSM Parking way-153527302,19,70,28.386273,77.316514,Surface Lot,Mixed,65,40.0,3400.0,False,06:00:00,22:00:00,False,True,True,public_osm,OpenStreetMap,https://www.openstreetmap.org/way/153527302,2026-08-16,Fallback,153527302,Surface Lot · Faridabad Sector 15 #116,Q1 Small,06:00-22:00
117,LOT-0117,OSM Parking way-1256890554,19,23,28.411197,77.318586,On-Street Authorised,Paved,93,35.0,3300.0,True,,,False,True,True,public_osm,OpenStreetMap,https://www.openstreetmap.org/way/1256890554,2026-08-16,Fallback,1256890554,On-Street Authorised · Faridabad Sector 15,Q1 Small,24 hours
118,LOT-0118,Sector -12 Court Parking,19,15,28.383031,77.326742,Office Complex,Paved,453,40.0,,True,,,False,True,True,public_osm,OpenStreetMap,https://www.openstreetmap.org/way/143881860,2026-08-16,Medium,143881860,Sector -12 Court Parking,Q4 Very Large,24 hours
119,LOT-0119,OSM Parking node-1574481003,19,71,28.383129,77.327838,Surface Lot,Paved,67,30.0,2600.0,False,06:00:00,22:00:00,False,True,True,public_osm,OpenStreetMap,https://www.openstreetmap.org/node/1574481003,2026-08-16,Fallback,1574481003,Surface Lot · Faridabad Sector 15 #119,Q1 Small,06:00-22:00
120,LOT-0120,OSM Parking way-153527300,19,72,28.38342,77.316926,Basement,Paved,152,60.0,,False,06:00:00,23:00:00,False,False,False,public_osm,OpenStreetMap,https://www.openstreetmap.org/way/153527300,2026-08-16,Fallback,153527300,Basement · Faridabad Sector 15,Q3 Large,06:00-23:00
